Object Unique ID,Level,File name,File use,Type of Resource,Language,Title,Variant,Variant.1,Variant.2,Corporate:Creator,Corporate:enacting jurisdiction,Corporate:issuing body,Corporate:issuing body.1,Corporate:issuing body.2,Date:creation,Date:begin,Date:end,Identifier:OCLC number,bib,Note:,Note:.1,Note:.2,Note:.3,Note:.4,Note:.5,Note:.6,Note:description,Note:material details,Note:physical description,Note:publication,Person:Creator,Person:author,Person:issuing body,Person:issuing body.1,bibex,FAST Name,FAST Corporate,FAST Conference,FAST Topic,FAST Geographic,FAST Genre
N65537#221,Object,,,text,spa  - Spanish; Castilian ,El Ecsmo. Sr. Presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto que sigue...el Congreso general ha decretado lo siguiente. No debe tener efecto el decreto número ochenta y tres de veinte y cinco de Noviembre dado por la Asamblea constituyente del Estado de México,,,,,Mexico,"Mexico, Congreso","Mexico, Secretaría de Estado",,1827,1827-01-01,1827-12-31,960980788,b9298842,At head of sheet: Primera Secretaria de Estado. Departamento Interior. Seccion. 1a,Dated and typesigned at end: México 19 de Enero de 1827. Juan José Espinosa de los Monteros,,,,,,,text,1 sheet (1 page) ; 21 cm,Mexico : publisher not identified,,,"Victoria, Guadalupe, 1786-1843","Espinosa de los Monteros, Juan José",b92988428,,,,,Mexico,History | Sources
N65537#220,Object,,,text,spa  - Spanish; Castilian ,Creido el Soberano Congreso constituyente de que el gobierno inmediato anterior procedería con la buena fé con que debia imbestir sus operaciones,,,,,Mexico,"Mexico, Secretaría de Hacienda",,,1823,1823-01-01,1823-12-31,37962501,b9498379,Title from first lines of text,Type-signed at end: Arrillaga,Dated on page [4]: Mexico 15 de mayo de 1823,,,,,"Details the previous congress's attempts to secure a 30- million peso loan and explains the current situation as well as dealings with Morton Jones, bankers in London through the agent Diego Barry. Also dealings with the merchant Richard Meade of Philadelphia",text,"1 sheet (4 unnumbered pages) ; 29 x 41 cm, folded to 29 x 21 cm",Mexico : publisher not identified,,,"Arrillaga, Francisco de",,b94983793,"Meade, Richard W. (Richard Worsam), 1778-1828",,,Economic history | Politics and government,Mexico,History | Sources
N65537#219,Object,,,text,spa  - Spanish; Castilian ,"La Regencia del Imperio se ha servido dirigirme el decreto que sigue. La Regencia del Imperio, Gobernadora interina por falta del Emperador, á todos los que las presentes vieren y entendieren, sabed: que la Soberana Junta provisional gubernativa ha decretado lo siguiente : La Soberana Junta provisional gubernativa de este Imperio, ha tenido á bien mandar, y manda: que por las Juntas Provisionales y Ayuntamientos se vayan adelantando los trabajos sobre Estadística y división de terreno y partidos",,,,,Mexico,"Mexico, Soberana Junta Provisional Gubernativa",,,1822,1822-01-01,1822-12-31,990805734,b9465337,Title from first lines of text,Document dated and signed at end: México 3 de enero de 1822 ... Herrera,Special Collections signed with manuscript flourish,,,,,Decree ordering that progress on statistics and subdivision of land contiunue apace through the local provincial governments and councils,text,"1 sheet (3 unnumbered pages) ; 31 x 43 cm, folded to 31 x 22 cm",Mexico : publisher not identified,,,"Herrera, José Manuel de, 1776?-1831","Iturbide, Agustín de, 1783-1824",b94653379,,,,Politics and government,Mexico,
N65537#218,Object,,,text,spa  - Spanish; Castilian ,"El Presidente de la República se ha servido dirigirme el decreto que sigue: Porfirio Diaz, Presidente Constitucional ... he tenido á bien decretar lo siguiente ... se concede privilegio exclusivo por diez años al Sr. Miguel T. González, por su sistema de aparador para exponer en él toda clase de anuncios, muestras, fotografías, y en general todo aquello que quiera darse á conocer al público",,,,,Mexico,"Mexico, President (1884-1911 : Díaz)","Mexico, Secretaría de Fomento, Colonización e Industria",,1889,1889-01-01,1889-12-31,1004567247,b9585989,Title from first lines of text,Verso of sheet blank,"At upper left: Secretaria de Fomento, Colonizacion, Industria y Comercio de la República Mexicana. Seccion 2a","Typesigned and dated: México, Abril 6 de 1889. Pacheco",,,,"Decree issued during the administration of Porfirio Díaz granting a ten-year concession to Miguel T. González, for his system of billboard advertising",text,1 sheet ; 34 x 23 cm,Mexico : publisher not identified,,,"Pacheco, Carlos, 1839-1891",,b95859895,,,,Advertising | Billboards | Politics and government,Mexico,
N65537#217,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. Presidente interino de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... Cesa la ley de 27 de setiembre de 1823, y sus concordantes de 6 de abril, 4 de junio de 1824, y 3 de octubre de 1825 ... Todas las autoridades civiles y militares, bajo la mas estrecha responsabilidad, perseguirán y aprehenderán á los delincuentes, y harán las primeras averiguaciones, poniendo á los reos dentro de cuarenta y ocho horas á disposicion del juez ó tribunal competente",,,,,Mexico,"Mexico, President (1832 : Múzquiz)","Mexico, Ministerio de Justicia y Negocios Eclesiásticos",,1832,1832-01-01,1832-12-31,1019159686,b9652235,Title from first lines of text,Pages [2]-[4] blank,Dated andt type-signed at end: México 18 de diciembre de 1832. Joaquin de Iturbide,In upper left corner: Ministerio de Justicia y Negocios Eclesiasticos,,,,Decree issued during the interim presidency of Melchor Múzquiz,text,"1 sheet ; 30 x 42 cm, folded to 30 x 21 cm",Mexico : publisher not identified,,,"Múzquiz, Melchor, 1790-1844","Iturbide, Joaquin de",b96522355,,,,Politics and government,Mexico,History | Sources
N65537#216,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. vice-presidente de los Estados-Unidos Mexicanos, se ha servido dirigirme el decreto que sigue ... el vice-presidente de los Estados-Unidos Mexicanos, en ejercicio del supremo poder ejecutivo, á los habitantes de la república, sabed: que el Congreso general ha decretado lo siguiente. Art. 1°: Se establece una direccion general de rentas, bajo cuya inspeccion estarán todos los ramos de hacienda que se administren por cuenta de la federacion","Secretaria de Hacienda, Departamento de Gobierno, Seccion 2a",,,,Mexico,"Mexico, Secretaría de Hacienda",,,1831,1831-01-01,1831-12-31,928609999,b9478170,Title from first lines of text,"Text of decree proper begins: Art. 1°: Se establece una direccion general de rentas, bajo cuya inspeccion estarán todos los ramos de hacienda que se administren por cuenta de la federacion .",Circular dated and signed at end: México 26 de enero de 1831. Mangino,Final page blank,Special Collections copy signed with manuscript flourish,,,,text,"4 unnumbered pages ; 31 x 43 cm, folded to 31 x 21 cm",Mexico : publisher not identified,"Bustamante, Anastasio, 1780-1853",,"Mangino, Rafael, 1788-1837",,b94781709,,,,Taxation--Law and legislation,,
N65537#130,Object,,,text,spa  - Spanish; Castilian ,"Secretaria de la diputacion permanente del Estado libre de México ... Felicítese á las Cámaras y Gobierno de la Union , por la resolucion que han tomado en el plan llamado de pacificacion, propuesto por D. Manuel Gomez Pedraza",,,,,Mexico (Mexico : State),,,,1832,1832-01-01,1832-12-31,1019912548,b9659297,Title from first lines of text,"Type-signed at end: México Diciembre 18 de 1832. Murcio Barquera, Diputado Secretario",,,,,,Broadside issued by the government of the State of Mexico congratulating the national government for the peace plan submitted by Manuel Gómez Pedraza,text,1 sheet ; 32 cm,Mexico : publisher not identified,,,,,b96592977,,,,Politics and government,Mexico | Mexico (Mexico : State),History | Sources
N65537#138,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. presidente de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... Art. 1o. Se concede al ciudadano Mariano Galvan licencia para imprimir la coleccion de decretos de la junta gubernativa, y de los congresos de la union",,,,,Mexico,"Mexico, President (1829 : Guerrero)",,,1829,1829-01-01,1829-12-31,1015250564,b9638253,At head of sheet: Primera Secretaria de Estado. Departamento del Interior. Seccion 1a,Dated: México 27 de abril de 1829,Signed in print: Bocanegra,,,,,"Broadside communicating a decree issued under President Vicente Guerrero, granting a government printing contract to Mariano Galván",text,1 sheet ; 30 x 21 cm,Mexico : publisher not identified,,,"Bocanegra, José María, 1787-1862",,b96382533,,,,"Politics and government | Printing, Public",Mexico,History | Sources
N65537#137,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. vice-presidente de los Estados-Unidos Mexicanos, en ejercicio del supremo poder ejecutivo, se ha servido dirigirme el decreto que sigue ... el congreso general ha decretado lo siguiente ... Se concede amnistía á los oficiales y soldados que en Guadalajara secundaron el pronunciamiento de Campeche proclamando república central",,,,,Mexico,"Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores",,,1830,1830-01-01,1830-12-31,54256694,b9288893,At head of sheet: Primera Secretaria de Estado. Departamento del Interior. Seccion 1a,Circular issued by the Secretaría del Estado communicating a national decree granting amnesty to Guadalajaran supporters of the Campeche rebellion,Dated and signed at end: México 26 de enero de 1830. Alaman,Decree dated: 26 de enero de 1830,,,,,text,1 sheet (1 page) ; 30 x 21 cm,Mexico : publisher not identified,,,"Alamán, Lucas, 1792-1853",,b92888938,,,,Amnesty | Insurgency | Politics and government,"Mexico | Campeche (Campeche, Mexico) | Guadalajara (Mexico)",Sources
N65537#136,Object,,,text,spa  - Spanish; Castilian ,"La adjunta gazeta, contiene la noticia oficial que ha recibido el Gobierno Supremo, relativa al reconocimiento de nuestra independencia por la Inglaterra; y queriendo el Ecsmo. Sr. Presidente que un suceso tan fausto, se celebre como su importancia ecsije ... por medio de un bando nacional, y que por tres dias haya repiques, iluminaciones y salvas de artillería, en los términos acostumbrados",,,,,Mexico,"Mexico, Ministerio de Relaciones Interiores y Esteriores",,,1824,1824-01-01,1824-12-31,992981415,b9474297,At head of title: Primera Secretaría de Estado. Sección de Gobierno,Dated: México Marzo 10 de 1824,Signed: Alamán,,,,,,text,"1 sheet (1 page) ; 20 x 29 cm, folded to 20 x 15 cm",Mexico : publisher not identified,,,"Alamán, Lucas, 1792-1853",,b94742972,,,,Diplomatic relations,Great Britain | Mexico,
N65537#135,Object,,,text,spa  - Spanish; Castilian ,El Escmo. Sr. presidente de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... El consejo de gobierno acuerda la convocatoria del congreso general á sesiones estraordinarias para el dia 4 del corriente ... Los objetos de ellas serãn los siguientes. Primero. Todas las leyes y decretos que en los ramos de hacienda y guerra se crean conducentes para asegurar la independencia y actual forma de gobierno,,,,,Mexico,"Mexico, President (1829 : Guerrero)",,,1829,1829-01-01,1829-12-31,1015252082,b9638413,At head of sheet: Primera Secretaria de Estado. Departamento del Interior. Seccion 1a,Decree dated at Palacio del gobierno federal en Mexico a 2 de agosto de 1829 - Vicente Guerrero. A.D. José Maria de Bocanegra,Dated at end: México agosto 2 de 1829,Signed in print: Bocanegra,,,,,text,1 sheet ; 31 x 21 cm,Mexico : publisher not identified,,,"Bocanegra, José María, 1787-1862",,b9638413x,,,,Politics and government,Mexico,History
N65537#134,Object,,,text,spa  - Spanish; Castilian ,"El Exmo. Sr. Presidente interino de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... Se autoriza al Gobierno para que haga los gastos necesarios en trasladar los presidios de las líneas fronterizas con las tribus bárbaras, si tuviere por conveniente hacerlo así para la mayor seguridad de los Estados limítrofes",,,,,Mexico,"Mexico, Secretaría de Guerra y Marina",,,1835,1835-01-01,1835-12-31,994241697,b9480486,At head of sheet: Secretaria de Guerra y Marina. Seccion y Mesa segunda,Signed: México 31 de Marzo de 1835. Tornel,,,,,,"Decree issued during the interim presidency of Miguel Barragán, authorizing the moving of presidios bordering lands populated with hostile Indian tribes",text,1 sheet (1 page) ; 30 x 21 cm,Mexico : publisher not identified,,,"Barragán, Miguel, 1789-1836","Tornel y Mendívil, José María, 1789-1853",b94804862,,,,Indians of Mexico--Law and legislation,,
N65537#133,Object,,,text,spa  - Spanish; Castilian ,"Don Pedro Garibay, Mariscal de Campo de los Reales Exércitos, Virrey, Gobernador y Capitan general de N.E. ... y Subdelegado general de Correos en el mismo Reyno : Uno de mis principales cuidados desde que tomé el mando de este Reyno ha sido impedir en observancia de nuestras sabias leyes la introduccion de Extrangeros, especialmente Franceses ... siendo los mas ó Ateos refinados en la vil orden de la Fracmasonería ilustrada, Sansculotes, o Jacobinos, y de todos modos enemigos del Altar ... como sectarios ciegos del monstruo de la impiedad, del desórden y de la perfidia Napoleon Bonaparte","Uno de mis principales cuidados desde que tomé el mando de este Reyno ha sido impedir en observancia de nuestras sabias leyes la introduccion de Extrangeros, especialmente Franceses",,,,New Spain,"New Spain, Viceroy (1808-1809 : Garibay)",,,1809,1809-01-01,1809-12-31,1012946532,b9626646,Title from first lines of text,Dated and signed in print: Dado en México á 18 de Abril de 1809. Pedro Garibay,Special Collections copy signed by Josef Negreyros y Soria,,,,,"Broadside issued by the viceroy of New Spain communicating a decree banning foreigners, especially the French, from entering the ports of New Spain. Specifically targets the ""blind sectarians of the monster of impiety, of disorder, and of perfidy Napoleon Bonaparte.""",text,1 sheet ; 43 x 31 cm,Mexico : publisher not identified,,,"Garibay, Pedro, 1727-1815",,b96266466,,,Napoleonic Conquest of Spain (1808-1813),Emigration and immigration law | French language | Politics and government,Mexico | New Spain | Spain,History | Sources
N65537#132,Object,,,text,spa  - Spanish; Castilian ,"El Ecsmo. Sr. Presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... el Congreso General ha decretado lo siguiente. 1o. Habrá en Acapulco una compañia de infantería permanente, otra en San Blás, otra en Tampico, otra en la Isla del Carmen, dos en Bacalár y dos en Tabasco. Además en Yucatán habrá una compañia de caballería, otra en la Isla del Carmen y otra en Tabasco",,,,,Mexico,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina","Mexico, Congreso (1827)","Mexico, President (1824-1829 : Vic.)",1826,1826-01-01,1826-12-31,1002638375,b9577929,Page [2] blank,"At head of sheet: Secretaria de Guerra y Marina, Seccion",Title from first lines of text,Circular dated and signed at end: México 16 de Octubre de 1826. Gomez Pedraza,,,,"Circular from the Ministerio de Guerra y Marina transmitting a decree ordering permanant infantry bases at Acapulco, San Blás, Tampico, Isla del Carmen, Bacalár, and Tabasco. In addition a company of cavalry is ordered to be stationed at Yucatan, Isla del Carmen, and Tabasco",text,1 sheet (2 unnumbered pages) ; 30 x 21 cm,Mexico : publisher not identified,,,"Gómez Pedraza, Manuel, 1789-1851",,b95779292,,Mexico. Ejército,,,,
