,bibex,bib,filename,Object Unique ID,Level,file_name,File use,Type of Resource,Language,Language2,Title,Subtitle,Translation,Variant,Variant2,Variant3,Variant4,Corporate:Creator,Corporate:Creator2,Corporate:Creator3,Corporate:Creator4,Corporate:Creator5,Corporate:author,Corporate:enacting jurisdiction,Corporate:issuing boday,Corporate:issuing body,Corporate:issuing body 2,Corporate:issuing body 3,Corporate:printer,Corporate:publisher,Date:creation,Date:production,Identifier:OCLC number,Note:,Note:2,Note:3,Note:4,Note:5,Note:6,Note:7,Note:description,Note:material details,Note:physical description,Note:publication,Note:publication2,Note:table of contents,Person:Creator,Person:Creator2,Person:Creator3,Person:Creator4,Person:Creator5,Person:Creator6,Person:Creator7,Person:Creator8,Person:author,Person:issuing body,Person:issuing body 2,Person:issuing body 3,Person:printer,Person:printer2,Subject:genre,Subject:genre2,Subject:geographic,Subject:topic,Subject:topic2,Unnamed: 63
272,b92478359,b9247835,b92478359_2.tif,N65537#163,Object,,,text,,,"El Supremo Poder Ejecutivo se ha servido dirigirme el decreto siguiente ... No. 84. El soberano Congreso constituyente en sesion de este dia, ha tenido á bien decretar que el Supremo Poder Ejecutivo para dar cartas de ciudadano, use de la fórmula siguente",,,Secretaria de Justicia y Negocios Eclesiasticos. Sesion secular. Circular,Circular,Decreto,,,,,,,,Mexico,,"Mexico, Supremo Poder Ejecutivo (1823-1824)","Mexico, Ministerio de Justicia y Negocios Eclesiásticos,","Mexico, Congreso Constituyente (1823-1824),",,,1823,,953702219.0,Title from first lines of text,Dated at end: México 16 de mayo 1823,"Signed in print by Manuel Arguelles, Gabirel Torres, and José María Sanchez",,,,,Circular transmitting a decree relating to identification documents for Mexican citizens,text,1 sheet ([2] pages) , 30 x 22 cm,"México, publisher not identified",,,,,,,,,,,,,,,,,,,,,
273,b92478396,b9247839,b92478396_1.tif,N65537#164,Object,,,text,,,"El Supremo Poder Ejecutivo ha servido dirigirme el decreto que sigue ... Num. 154. El Soberano Congreso Mexicano para evitar la desercion de las tropas, ha tenido á bien decretar lo siguiente",,,Secretaria de Guerra y Marina. Seccion 5a,Decreto,"Desertores de primera vez, que sean aprendidos sufrirán cuatro meses en el trabajo",,,,,,,,Mexico,,"Mexico, Supremo Poder Ejecutivo (1823-1824)","Mexico, Secretaría de Guerra y Marina,","Mexico, Congreso Constituyente (1823-1824),",,,1823,,953702508.0,Title from first lines of text,Signed at end: En México á 14 de octubre de 1823. Mariano Michelena. José Miguel Dominguez. Vicente Guerrero. A. D. José Joaquin de Herrera,,,,,,Decree setting forth punishments for military deserters,text,1 folded sheet ([1] page) , 30 cm,"México, publisher not identified",,,,,,,,,,,,"Herrera, José Joaquín de, 1792-1854",,,,,,,,,
274,b92482995,b9248299,n,N65537#165,Object,,,text,,,"El Supremo Poder Ejecutivo se ha servido dirigirme el decreto siguiente ... Núm. 50. El Soberano Congreso general constituyente, habiendo tomado en consideracion las dudas que han ocurrido ... sobre el nombramiento de los oficiales de la milicia activa",,,Secretaria de Guerra y Marina,Decreto,,,,,,,,,Mexico,,"Mexico, Secretaría de Guerra y Marina","Mexico, Supremo Poder Ejecutivo (1823-1824),","Mexico, Congreso Constituyente (1823-1824),",,,1824,,953875041.0,Trasmits the text of a decree relating to appointments of officials in the militia,Dated at end: México 3 de Junio de 1824,Signed in type: Terán,,,,,,text,1 folded sheet ([2] pages) , 20 x 15 cm,"México, publisher not identified",,,,,,,,,,,,"Mier y Teran, Manuel de",,,,,,,,,
275,b92482995,b9248299,b92482995_1.tif,N65537#165,Object,,,text,,,"El Supremo Poder Ejecutivo se ha servido dirigirme el decreto siguiente ... Núm. 50. El Soberano Congreso general constituyente, habiendo tomado en consideracion las dudas que han ocurrido ... sobre el nombramiento de los oficiales de la milicia activa",,,Secretaria de Guerra y Marina,Decreto,,,,,,,,,Mexico,,"Mexico, Secretaría de Guerra y Marina","Mexico, Supremo Poder Ejecutivo (1823-1824),","Mexico, Congreso Constituyente (1823-1824),",,,1824,,953875041.0,Trasmits the text of a decree relating to appointments of officials in the militia,Dated at end: México 3 de Junio de 1824,Signed in type: Terán,,,,,,text,1 folded sheet ([2] pages) , 20 x 15 cm,"México, publisher not identified",,,,,,,,,,,,"Mier y Teran, Manuel de",,,,,,,,,
276,b92482995,b9248299,b92482995_2.tif,N65537#165,Object,,,text,,,"El Supremo Poder Ejecutivo se ha servido dirigirme el decreto siguiente ... Núm. 50. El Soberano Congreso general constituyente, habiendo tomado en consideracion las dudas que han ocurrido ... sobre el nombramiento de los oficiales de la milicia activa",,,Secretaria de Guerra y Marina,Decreto,,,,,,,,,Mexico,,"Mexico, Secretaría de Guerra y Marina","Mexico, Supremo Poder Ejecutivo (1823-1824),","Mexico, Congreso Constituyente (1823-1824),",,,1824,,953875041.0,Trasmits the text of a decree relating to appointments of officials in the militia,Dated at end: México 3 de Junio de 1824,Signed in type: Terán,,,,,,text,1 folded sheet ([2] pages) , 20 x 15 cm,"México, publisher not identified",,,,,,,,,,,,"Mier y Teran, Manuel de",,,,,,,,,
277,b92483458,b9248345,n,N65537#166,Object,,,text,,,El Supremo Poder Ejecutivo se ha servido dirigirme el decreto siguiente...Núm. 49 ... sobre los casos en que deben considerarse empleados o de cuartel los generales del ejercito,,,"Ministerio de Guerra y Marina, Seccion 5a. Circular",Circular,,,,,,,,,Mexico,,"Mexico, Supremo Poder Ejecutivo (1823-1824)","Mexico, Secretaría de Guerra y Marina,",,,,1824,,953882606.0,Circular from the Secretaria de Guerra y Marina transmitting an decree from the Supremo Poder Ejecutivo concerning a clarification of staff status for army generals,Title from first lines of text,Circular dated and signed at end: México 5 de Junio de 1824 ... Terán,"Special Collections copy signed by Mier y Teran with his rubric, and with manuscript docketing on page [2]",,,,,text,1 folded sheet ([2] pages) , 20 x 29 cm,"México, publisher not identified",,,,,,,,,,,,"Mier y Teran, Manuel de",,,,,,,,,
278,b92483458,b9248345,b92483458_1.tif,N65537#166,Object,,,text,,,El Supremo Poder Ejecutivo se ha servido dirigirme el decreto siguiente...Núm. 49 ... sobre los casos en que deben considerarse empleados o de cuartel los generales del ejercito,,,"Ministerio de Guerra y Marina, Seccion 5a. Circular",Circular,,,,,,,,,Mexico,,"Mexico, Supremo Poder Ejecutivo (1823-1824)","Mexico, Secretaría de Guerra y Marina,",,,,1824,,953882606.0,Circular from the Secretaria de Guerra y Marina transmitting an decree from the Supremo Poder Ejecutivo concerning a clarification of staff status for army generals,Title from first lines of text,Circular dated and signed at end: México 5 de Junio de 1824 ... Terán,"Special Collections copy signed by Mier y Teran with his rubric, and with manuscript docketing on page [2]",,,,,text,1 folded sheet ([2] pages) , 20 x 29 cm,"México, publisher not identified",,,,,,,,,,,,"Mier y Teran, Manuel de",,,,,,,,,
279,b92483458,b9248345,b92483458_2.tif,N65537#166,Object,,,text,,,El Supremo Poder Ejecutivo se ha servido dirigirme el decreto siguiente...Núm. 49 ... sobre los casos en que deben considerarse empleados o de cuartel los generales del ejercito,,,"Ministerio de Guerra y Marina, Seccion 5a. Circular",Circular,,,,,,,,,Mexico,,"Mexico, Supremo Poder Ejecutivo (1823-1824)","Mexico, Secretaría de Guerra y Marina,",,,,1824,,953882606.0,Circular from the Secretaria de Guerra y Marina transmitting an decree from the Supremo Poder Ejecutivo concerning a clarification of staff status for army generals,Title from first lines of text,Circular dated and signed at end: México 5 de Junio de 1824 ... Terán,"Special Collections copy signed by Mier y Teran with his rubric, and with manuscript docketing on page [2]",,,,,text,1 folded sheet ([2] pages) , 20 x 29 cm,"México, publisher not identified",,,,,,,,,,,,"Mier y Teran, Manuel de",,,,,,,,,
280,b92483598,b9248359,n,N65537#167,Object,,,text,,,"El Supremo Poder Ejecutivo se ha servido dirigirme el decreto siguiente ... Núm. 51. El Soberano Congreso general constituyente, habiendo tomado en consideracion ... 1o. El Poder Ejecutivo dará patentes de corso á los nacionales y estrangeros",,,Secretaria de Guerra y Marina,Decreto,,,,,,,,,Mexico,,"Mexico, Secretaría de Guerra y Marina","Mexico, Supremo Poder Ejecutivo (1823-1824),","Mexico, Congreso Constituyente (1823-1824),",,,1824,,953883196.0,Title from first lines of text,"Trasmits the text of a decree relating to the issuance of letters of marque, and privateering regulations",Dated at end: México 9 de Junio de 1824,Signed in type: Terán,Special Collections copy signed in manuscript with Mier y Teran's rubric,,,,text,1 folded sheet ([2] pages) , 20 x 15 cm,"México, publisher not identified",,,,,,,,,,,,"Mier y Teran, Manuel de",,,,,,,,,
281,b92483598,b9248359,b92483598_1.tif,N65537#167,Object,,,text,,,"El Supremo Poder Ejecutivo se ha servido dirigirme el decreto siguiente ... Núm. 51. El Soberano Congreso general constituyente, habiendo tomado en consideracion ... 1o. El Poder Ejecutivo dará patentes de corso á los nacionales y estrangeros",,,Secretaria de Guerra y Marina,Decreto,,,,,,,,,Mexico,,"Mexico, Secretaría de Guerra y Marina","Mexico, Supremo Poder Ejecutivo (1823-1824),","Mexico, Congreso Constituyente (1823-1824),",,,1824,,953883196.0,Title from first lines of text,"Trasmits the text of a decree relating to the issuance of letters of marque, and privateering regulations",Dated at end: México 9 de Junio de 1824,Signed in type: Terán,Special Collections copy signed in manuscript with Mier y Teran's rubric,,,,text,1 folded sheet ([2] pages) , 20 x 15 cm,"México, publisher not identified",,,,,,,,,,,,"Mier y Teran, Manuel de",,,,,,,,,
282,b92483598,b9248359,b92483598_2.tif,N65537#167,Object,,,text,,,"El Supremo Poder Ejecutivo se ha servido dirigirme el decreto siguiente ... Núm. 51. El Soberano Congreso general constituyente, habiendo tomado en consideracion ... 1o. El Poder Ejecutivo dará patentes de corso á los nacionales y estrangeros",,,Secretaria de Guerra y Marina,Decreto,,,,,,,,,Mexico,,"Mexico, Secretaría de Guerra y Marina","Mexico, Supremo Poder Ejecutivo (1823-1824),","Mexico, Congreso Constituyente (1823-1824),",,,1824,,953883196.0,Title from first lines of text,"Trasmits the text of a decree relating to the issuance of letters of marque, and privateering regulations",Dated at end: México 9 de Junio de 1824,Signed in type: Terán,Special Collections copy signed in manuscript with Mier y Teran's rubric,,,,text,1 folded sheet ([2] pages) , 20 x 15 cm,"México, publisher not identified",,,,,,,,,,,,"Mier y Teran, Manuel de",,,,,,,,,
283,b92483665,b9248366,n,N65537#168,Object,,,text,,,"El Supremo Poder Ejecutivo me ha dirigido el Decreto que sigue ... 1o. El contingente de hombres para el remplazo del Ejército, lo pondrán los Estados á disposicion del Gobierno",,,Secretaria de Guerra y Marina. Seccion 5a. Circular Núm. 74,Circular. Núm. 74,,,,,,,,,Mexico,"Mexico, Secretaría de Guerra y Marina","Mexico, Congreso Constituyente (1823-1824)",,,,,1824,,953883444.0,"Circular from the Secretaria de Guerra y Marina transmitting a decree from the Congreso and Supremo Poder Ejecutivo concerning replacement forces for the army, including breakdown by state of numbers of soliders supplied",Title from first lines of text,Circular dated and signed at end: México 25 de Agosto de 1824 ... Terán,,,,,,text,1 folded sheet ([2] pages) , 20 x 29 cm,"México, publisher not identified",,,,,,,,,,,,"Mier y Teran, Manuel de",,,,,,,,,
284,b92483665,b9248366,b92483665_1.tif,N65537#168,Object,,,text,,,"El Supremo Poder Ejecutivo me ha dirigido el Decreto que sigue ... 1o. El contingente de hombres para el remplazo del Ejército, lo pondrán los Estados á disposicion del Gobierno",,,Secretaria de Guerra y Marina. Seccion 5a. Circular Núm. 74,Circular. Núm. 74,,,,,,,,,Mexico,"Mexico, Secretaría de Guerra y Marina","Mexico, Congreso Constituyente (1823-1824)",,,,,1824,,953883444.0,"Circular from the Secretaria de Guerra y Marina transmitting a decree from the Congreso and Supremo Poder Ejecutivo concerning replacement forces for the army, including breakdown by state of numbers of soliders supplied",Title from first lines of text,Circular dated and signed at end: México 25 de Agosto de 1824 ... Terán,,,,,,text,1 folded sheet ([2] pages) , 20 x 29 cm,"México, publisher not identified",,,,,,,,,,,,"Mier y Teran, Manuel de",,,,,,,,,
285,b92483665,b9248366,b92483665_2.tif,N65537#168,Object,,,text,,,"El Supremo Poder Ejecutivo me ha dirigido el Decreto que sigue ... 1o. El contingente de hombres para el remplazo del Ejército, lo pondrán los Estados á disposicion del Gobierno",,,Secretaria de Guerra y Marina. Seccion 5a. Circular Núm. 74,Circular. Núm. 74,,,,,,,,,Mexico,"Mexico, Secretaría de Guerra y Marina","Mexico, Congreso Constituyente (1823-1824)",,,,,1824,,953883444.0,"Circular from the Secretaria de Guerra y Marina transmitting a decree from the Congreso and Supremo Poder Ejecutivo concerning replacement forces for the army, including breakdown by state of numbers of soliders supplied",Title from first lines of text,Circular dated and signed at end: México 25 de Agosto de 1824 ... Terán,,,,,,text,1 folded sheet ([2] pages) , 20 x 29 cm,"México, publisher not identified",,,,,,,,,,,,"Mier y Teran, Manuel de",,,,,,,,,
286,b92554064,b9255406,b92554064_1.tif,N65537#169,Object,,,text,,,No debiendose suspender el despacho de los negocios por enfermedad ú otras graves ocupaciones propias del sr. ministro de relaciones,,,Ministerio de Justicia y Negocios Eclesiasticos. Circular,Circular,,,,,,,,,"Mexico, Secretaría de Justicia e Instrucción Pública",,,,,,,1825,,20384835.0,Title from first lines of circular,Dated: México 14 de diciembre de 1825,Signed: R. Arizpe,With the seal of the Estado Mayor General del Ejercito,,,,,text,1 sheet ([1] page) , 20 cm,"México, publisher not identified",,,,,,,,,,,,"Ramos Arizpe, Miguel, 1775-1843",,,,,,,,,
287,b92555330,b9255533,b92555330_1.tif,N65537#170,Object,,,text,,,Habiendose reunido en una de sus salas la alta córte de justicia el dia 17 de este mes en cumplimiento de la ley de 14 del mismo,,,Ministerio de Justicia y Negocios Eclesiasticos,,,,,,,,,,"Mexico, Secretaría de Justicia e Instrucción Pública",,,,,,,1826,,20324603.0,Title from first lines of text,Dated: Mexico Febre [sic] 24 de 1826,Signed in print: Ramos Arizpe,Special Collections copy also signed in manuscript with rubric,,,,,text,1 sheet ([1] page] , 30 x 20 cm,"México, publisher not identified",,,,,,,,,,,,"Ramos Arizpe, Miguel, 1775-1843",,,,,,,,,
288,b92561950,b9256195,n,N65537#171,Object,,,text,,,El Ecsmo. Sr. Presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... Entre tanto se dá la ley que arregla la administracion de justicia en el distrito y territorios,,,Ministerio de Justicia y Negocios Ecleciasticos,Decreto,,,,,,,,,Mexico,,"Mexico, Ministerio de Justicia y Negocios Eclesiásticos",,,,,1826,,955339807.0,Title from first lines of text,Dated on p. [2]: México 15 de Abril de 1826,Signed in type on p. [2]: Ramos Arizpe,"Special Collections copy with early manuscript note: ""Disponiendo que la Administracion de Justicia continue bajo la inspeccion del Gobo. gral.""",,,,Decree issued during the administration of Guadalupe Victoria relating to the administration of the legal system and salaries of judges within the Federal District and territories of Mexico,text,1 sheet ([2] page) , 21 x 30 cm,"México, publisher not identified",,,,,,,,,,,,"Ramos Arizpe, Miguel, 1775-1843","Victoria, Guadalupe, 1786-1843",,,,,,,,
289,b92561950,b9256195,b92561950_1.tif,N65537#171,Object,,,text,,,El Ecsmo. Sr. Presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... Entre tanto se dá la ley que arregla la administracion de justicia en el distrito y territorios,,,Ministerio de Justicia y Negocios Ecleciasticos,Decreto,,,,,,,,,Mexico,,"Mexico, Ministerio de Justicia y Negocios Eclesiásticos",,,,,1826,,955339807.0,Title from first lines of text,Dated on p. [2]: México 15 de Abril de 1826,Signed in type on p. [2]: Ramos Arizpe,"Special Collections copy with early manuscript note: ""Disponiendo que la Administracion de Justicia continue bajo la inspeccion del Gobo. gral.""",,,,Decree issued during the administration of Guadalupe Victoria relating to the administration of the legal system and salaries of judges within the Federal District and territories of Mexico,text,1 sheet ([2] page) , 21 x 30 cm,"México, publisher not identified",,,,,,,,,,,,"Ramos Arizpe, Miguel, 1775-1843","Victoria, Guadalupe, 1786-1843",,,,,,,,
290,b92561950,b9256195,b92561950_2.tif,N65537#171,Object,,,text,,,El Ecsmo. Sr. Presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... Entre tanto se dá la ley que arregla la administracion de justicia en el distrito y territorios,,,Ministerio de Justicia y Negocios Ecleciasticos,Decreto,,,,,,,,,Mexico,,"Mexico, Ministerio de Justicia y Negocios Eclesiásticos",,,,,1826,,955339807.0,Title from first lines of text,Dated on p. [2]: México 15 de Abril de 1826,Signed in type on p. [2]: Ramos Arizpe,"Special Collections copy with early manuscript note: ""Disponiendo que la Administracion de Justicia continue bajo la inspeccion del Gobo. gral.""",,,,Decree issued during the administration of Guadalupe Victoria relating to the administration of the legal system and salaries of judges within the Federal District and territories of Mexico,text,1 sheet ([2] page) , 21 x 30 cm,"México, publisher not identified",,,,,,,,,,,,"Ramos Arizpe, Miguel, 1775-1843","Victoria, Guadalupe, 1786-1843",,,,,,,,
291,b92561986,b9256198,b92561986_1.tif,N65537#172,Object,,,text,,,"El Ecsmo. Sr. Presidente de los Estado Unidos Mexicanos, se ha servido dirigirme el Decreto que sigue ... Se habilitan las segunda y tercera salas de la Córte Suprema de Justicia",,,Ministerio de Justicia y Negocios Eclesiasticos,Circular,Decreto,,,,,,,,Mexico,,,,,,,1826,,955341288.0,Title from first lines of text,Dated: México 12 de Mayo de 1826,Signed in print: R. Arizpe,,,,,,text,1 sheet ([1] page) , 20 x 16 cm,"México, publisher not identified",,,,,,,,,,,,"Ramos Arizpe, Miguel, 1775-1843",,,,,,,,,
